"","stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"1339","Configuration Hardening","Do you harden configurations for key components of your technology stacks?","NO ANSWER",0,0.5,"I am assuming it yes",0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1340","Configuration Hardening","Do you have hardening baselines for your components?","NO ANSWER",0,0,"Don’t know",0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1341","Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","NO ANSWER",0,0,"Don’t know",0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1342","Patching and Updating","Do you identify and patch vulnerable components?","Yes, for most or all of the components",1,NA,NA,0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1343","Patching and Updating","Do you follow an established process for updating components of your technology stacks?","NO ANSWER",0,NA,"Not sure if we have defined process",0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1344","Patching and Updating","Do you regularly evaluate components and review patch level status?","NO ANSWER",0,NA,"Not sure how regularly it is done",0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1345","Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","Yes, for most or all of the applications",1,0.5,NA,0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1346","Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","NO ANSWER",0,0,"Don’t know",0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1347","Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","NO ANSWER",0,0,"Don’t know",0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1348","System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","NO ANSWER",0,NA,"Don’t know",0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1349","System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","NO ANSWER",0,NA,"Don’t know",0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1350","System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","NO ANSWER",0,NA,"Don’t know",0.5,NA,NA,"e9b6798adb63d665b42e0d736b17a898","development",0
"1351","Create and Promote","Do you understand the enterprise-wide risk appetite for your applications ?","No",0,0,NA,0.25,"easy","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1352","Create and Promote","Do you have a strategic plan for application security and use it to make decisions?","NO ANSWER",0,0,NA,0.25,"easy","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1353","Create and Promote","Do you regularly review and update the Strategic Plan for Application Security?","Yes, we review it at regular times",0.5,0.25,NA,0.25,"easy","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1354","Measure and Improve","Do you use a set of metrics to measure the effectiveness and efficiency of the application security program across applications?","No",0,NA,NA,0.25,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1355","Measure and Improve","Did you define Key Perfomance Indicators (KPI) from available application security metrics?","No",0,NA,NA,0.25,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1356","Measure and Improve","Do you update the Application Security strategy and roadmap based on application security metrics and KPIs?","NO ANSWER",0,NA,NA,0.25,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1357","Policy & Standards","Do you have and apply a common set of policies and standards throughout your organization?","Yes, for most or all of the applications",1,0.5,NA,1.5,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1358","Policy & Standards","Do you publish the organization's policies as test scripts or run-books for easy interpretation by development teams?","No",0,0.5,NA,1.5,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1359","Policy & Standards","Do you regularly report on policy and standard compliance, and use that information to guide compliance improvement efforts?","Yes, we report at regular times",0.5,0.5,NA,1.5,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1360","Compliance Management","Do you have a complete picture of your external compliance obligations?","No",0,NA,NA,1.5,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1361","Compliance Management","Do you have a standard set of security requirements and verification procedures addressing the organization's external compliance obligations?","Yes, for most or all of the obligations",1,NA,NA,1.5,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1362","Compliance Management","Do you regularly report on adherence to external compliance obligations and use that information to guide efforts to close compliance gaps?","Yes, we report at regular times",0.5,NA,NA,1.5,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1363","Training and Awareness","Do you require employees involved with application development to take SDLC training?","No",0,0.5,NA,2.125,"easy","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1364","Training and Awareness","Is training customized for individual roles such as developers, testers, or security champions?","Yes, for some of the training",0.25,0.625,NA,2.125,"easy","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1365","Training and Awareness","Have you implemented a Learning Management System or equivalent to track employee training and certification processes?","Yes, for most or all of the training",1,1,NA,2.125,"easy","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1366","Organization and Culture","Have you identified a Security Champion for each development team?","Yes, for most or all of the teams",1,NA,NA,2.125,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1367","Organization and Culture","Does the organization have a Secure Software Center of Excellence (SSCE)?","Yes, for the entire organization",1,NA,NA,2.125,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1368","Organization and Culture","Is there a centralized portal where developers and application security professionals from different teams and business units are able to communicate and share information?","Yes, for the entire organization",1,NA,NA,2.125,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1369","Application Risk Profile","Do you classify applications according to business risk based on a simple and predefined set of questions?","NO ANSWER",0,0.5,NA,1,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1370","Application Risk Profile","Do you use centralized and quantified application risk profiles to evaluate business risk?","NO ANSWER",0,0.5,NA,1,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1371","Application Risk Profile","Do you regularly review and update the risk profiles for your applications?","NO ANSWER",0,0,NA,1,"easy","confident","eefd39639875428781d40e3e1fe58cc7","development",63
"1372","Threat Modeling","Do you identify and manage architectural design flaws with threat modeling?","Yes, most or all of them",1,NA,NA,1,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1373","Threat Modeling","Do you use a standard methodology, aligned on your application risk levels?","Yes, for most or all of the applications",1,NA,NA,1,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1374","Threat Modeling","Do you regularly review and update the threat modeling methodology for your applications?","NO ANSWER",0,NA,NA,1,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1375","Software Requirements","Do project teams specify security requirements during development?","No",0,0,NA,0,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1376","Software Requirements","Do you define, structure, and include prioritization in the artifacts of the security requirements gathering process?","NO ANSWER",0,0,NA,0,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1377","Software Requirements","Do you use a standard requirements framework to streamline the elicitation of security requirements?","NO ANSWER",0,0,NA,0,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1378","Supplier Security","Do stakeholders review vendor collaborations for security requirements and methodology?","NO ANSWER",0,NA,NA,0,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1379","Supplier Security","Do vendors meet the security responsibilities and quality measures of service level agreements defined by the organization?","NO ANSWER",0,NA,NA,0,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1380","Supplier Security","Are vendors aligned with standard security controls and software development tools and processes that the organization utilizes?","NO ANSWER",0,NA,NA,0,"difficult","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1381","Architecture Design","Do teams use security principles during design?","Yes, for most or all of the applications",1,0.5,NA,0.5,"easy","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1382","Architecture Design","Do you use shared security services during design?","No",0,0,NA,0.5,"easy","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
"1383","Architecture Design","Do you base your design on available reference architectures?","NO ANSWER",0,0,NA,0.5,"easy","unconfident","eefd39639875428781d40e3e1fe58cc7","development",63
